izq,izq_title,der,der_title,conf,supp,lift,conv
5434,"Sorry, Wrong Number (1948)",903,Vertigo (1958),0.7,0.0,8.88,3.09
5944,Star Trek: Nemesis (2002),1356,Star Trek: First Contact (1996),0.71,0.0,8.86,3.16
2792,Airplane II: The Sequel (1982),2791,Airplane! (1980),0.76,0.01,8.86,3.74
25940,"Lady from Shanghai, The (1947)",923,Citizen Kane (1941),0.85,0.0,8.85,5.86
8338,Black Narcissus (1947),903,Vertigo (1958),0.7,0.0,8.85,3.07
970,Beat the Devil (1953),908,North by Northwest (1959),0.81,0.0,8.8,4.87
2066,Out of the Past (1947),1252,Chinatown (1974),0.77,0.0,8.79,3.9
6412,Destry Rides Again (1939),908,North by Northwest (1959),0.81,0.0,8.73,4.71
3200,"Last Detail, The (1973)",1252,Chinatown (1974),0.76,0.0,8.73,3.83
8712,My Favorite Wife (1940),908,North by Northwest (1959),0.8,0.0,8.7,4.63
5017,"Big Heat, The (1953)",1252,Chinatown (1974),0.76,0.0,8.69,3.77
2750,Radio Days (1987),1230,Annie Hall (1977),0.72,0.01,8.68,3.26
6273,In a Lonely Place (1950),1252,Chinatown (1974),0.76,0.0,8.68,3.75
1865,Wild Man Blues (1997),1230,Annie Hall (1977),0.72,0.0,8.66,3.25
2210,Sabotage (1936),908,North by Northwest (1959),0.8,0.0,8.66,4.55
8665,"Bourne Supremacy, The (2004)",5418,"Bourne Identity, The (2002)",0.82,0.05,8.66,5.13
3167,Carnal Knowledge (1971),1230,Annie Hall (1977),0.72,0.0,8.64,3.23
6273,In a Lonely Place (1950),908,North by Northwest (1959),0.8,0.0,8.63,4.49
91535,"Bourne Legacy, The (2012)",5418,"Bourne Identity, The (2002)",0.82,0.0,8.63,5.05
1069,"Murder, My Sweet (1944)",1252,Chinatown (1974),0.75,0.0,8.62,3.67
5825,"Life and Death of Colonel Blimp, The (1943)",1252,Chinatown (1974),0.75,0.0,8.61,3.67
2206,Suspicion (1941),908,North by Northwest (1959),0.8,0.01,8.61,4.45
3364,"Asphalt Jungle, The (1950)",1252,Chinatown (1974),0.75,0.0,8.6,3.66
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",2692,Run Lola Run (Lola rennt) (1998),0.77,0.0,8.6,3.93
8838,Alice Doesn't Live Here Anymore (1974),1230,Annie Hall (1977),0.71,0.0,8.58,3.17
25805,"Atalante, L' (1934)",923,Citizen Kane (1941),0.82,0.0,8.56,4.96
3074,Jeremiah Johnson (1972),1304,Butch Cassidy and the Sundance Kid (1969),0.71,0.0,8.55,3.21
8338,Black Narcissus (1947),1252,Chinatown (1974),0.74,0.0,8.53,3.56
5341,Lenny (1974),1230,Annie Hall (1977),0.71,0.0,8.52,3.11
3093,McCabe & Mrs. Miller (1971),1252,Chinatown (1974),0.74,0.0,8.51,3.54
3167,Carnal Knowledge (1971),1252,Chinatown (1974),0.74,0.0,8.51,3.53
4405,"Last Laugh, The (Letzte Mann, Der) (1924)",923,Citizen Kane (1941),0.81,0.0,8.5,4.82
8094,Bad Day at Black Rock (1955),908,North by Northwest (1959),0.79,0.0,8.5,4.23
2238,Seven Beauties (Pasqualino Settebellezze) (1976),1230,Annie Hall (1977),0.7,0.0,8.49,3.09
2988,Melvin and Howard (1980),1252,Chinatown (1974),0.74,0.0,8.49,3.51
5177,"Magnificent Ambersons, The (1942)",1252,Chinatown (1974),0.74,0.0,8.48,3.51
2303,Nashville (1975),1230,Annie Hall (1977),0.7,0.01,8.48,3.08
2180,Torn Curtain (1966),908,North by Northwest (1959),0.78,0.0,8.44,4.14
2182,"Wrong Man, The (1956)",1252,Chinatown (1974),0.74,0.0,8.44,3.45
2183,"Man Who Knew Too Much, The (1956)",908,North by Northwest (1959),0.78,0.01,8.43,4.12
4998,"Defiant Ones, The (1958)",1207,To Kill a Mockingbird (1962),0.71,0.0,8.42,3.12
8838,Alice Doesn't Live Here Anymore (1974),1252,Chinatown (1974),0.73,0.0,8.41,3.43
6273,In a Lonely Place (1950),923,Citizen Kane (1941),0.8,0.0,8.39,4.56
4187,Lilies of the Field (1963),1207,To Kill a Mockingbird (1962),0.7,0.0,8.35,3.06
1964,Klute (1971),1252,Chinatown (1974),0.73,0.01,8.35,3.36
7216,High Sierra (1941),1252,Chinatown (1974),0.73,0.0,8.35,3.36
62849,RocknRolla (2008),4011,Snatch (2000),0.78,0.0,8.34,4.09
7217,Dark Passage (1947),908,North by Northwest (1959),0.77,0.0,8.31,3.92
40339,Chicken Little (2005),8961,"Incredibles, The (2004)",0.77,0.0,8.29,3.95
8772,"Spy Who Came in from the Cold, The (1965)",1252,Chinatown (1974),0.72,0.0,8.29,3.3
8094,Bad Day at Black Rock (1955),1252,Chinatown (1974),0.72,0.0,8.28,3.28
982,Picnic (1955),908,North by Northwest (1959),0.77,0.0,8.28,3.86
970,Beat the Devil (1953),1252,Chinatown (1974),0.72,0.0,8.26,3.27
7210,My Darling Clementine (1946),908,North by Northwest (1959),0.76,0.0,8.26,3.84
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),1252,Chinatown (1974),0.72,0.0,8.26,3.26
53322,Ocean's Thirteen (2007),4963,Ocean's Eleven (2001),0.84,0.01,8.25,5.78
2847,Only Angels Have Wings (1939),908,North by Northwest (1959),0.76,0.0,8.24,3.81
3167,Carnal Knowledge (1971),1247,"Graduate, The (1967)",0.75,0.0,8.24,3.57
8042,Mean Streets (1973),1252,Chinatown (1974),0.72,0.0,8.23,3.24
2182,"Wrong Man, The (1956)",908,North by Northwest (1959),0.76,0.0,8.23,3.8
4798,Indiscreet (1958),908,North by Northwest (1959),0.76,0.0,8.23,3.79
7070,Red River (1948),1252,Chinatown (1974),0.72,0.0,8.22,3.23
2983,"Ipcress File, The (1965)",1252,Chinatown (1974),0.72,0.0,8.22,3.23
2212,"Man Who Knew Too Much, The (1934)",908,North by Northwest (1959),0.76,0.0,8.22,3.78
3201,Five Easy Pieces (1970),1252,Chinatown (1974),0.72,0.01,8.21,3.22
6611,Umberto D. (1952),923,Citizen Kane (1941),0.78,0.0,8.21,4.19
7728,"Postman Always Rings Twice, The (1946)",1252,Chinatown (1974),0.72,0.0,8.2,3.2
2178,Frenzy (1972),1252,Chinatown (1974),0.72,0.0,8.2,3.2
8984,Ocean's Twelve (2004),4963,Ocean's Eleven (2001),0.84,0.01,8.19,5.58
7070,Red River (1948),908,North by Northwest (1959),0.76,0.0,8.18,3.72
5177,"Magnificent Ambersons, The (1942)",908,North by Northwest (1959),0.76,0.0,8.17,3.71
7055,Swing Time (1936),908,North by Northwest (1959),0.76,0.0,8.17,3.71
2939,Niagara (1953),908,North by Northwest (1959),0.75,0.0,8.15,3.68
40148,Revolver (2005),4011,Snatch (2000),0.76,0.0,8.14,3.78
46530,Superman Returns (2006),33794,Batman Begins (2005),0.77,0.01,8.14,3.89
25940,"Lady from Shanghai, The (1947)",908,North by Northwest (1959),0.75,0.0,8.13,3.66
8491,White Heat (1949),1252,Chinatown (1974),0.71,0.0,8.13,3.14
2181,Marnie (1964),908,North by Northwest (1959),0.75,0.0,8.13,3.66
7218,"Ox-Bow Incident, The (1943)",908,North by Northwest (1959),0.75,0.0,8.12,3.64
2184,"Trouble with Harry, The (1955)",904,Rear Window (1954),0.85,0.0,8.12,6.01
6254,"Awful Truth, The (1937)",908,North by Northwest (1959),0.75,0.0,8.11,3.63
970,Beat the Devil (1953),923,Citizen Kane (1941),0.77,0.0,8.11,4.01
2202,Lifeboat (1944),908,North by Northwest (1959),0.75,0.01,8.11,3.62
7438,Kill Bill: Vol. 2 (2004),6874,Kill Bill: Vol. 1 (2003),0.86,0.07,8.1,6.19
6874,Kill Bill: Vol. 1 (2003),7438,Kill Bill: Vol. 2 (2004),0.71,0.07,8.1,3.14
5198,"Long Good Friday, The (1980)",1252,Chinatown (1974),0.71,0.0,8.1,3.11
3038,"Face in the Crowd, A (1957)",1252,Chinatown (1974),0.71,0.0,8.09,3.1
4190,Elmer Gantry (1960),1252,Chinatown (1974),0.71,0.0,8.09,3.1
5341,Lenny (1974),1252,Chinatown (1974),0.71,0.0,8.09,3.1
2726,"Killing, The (1956)",1252,Chinatown (1974),0.71,0.01,8.09,3.1
5017,"Big Heat, The (1953)",908,North by Northwest (1959),0.75,0.0,8.08,3.59
2925,"Conformist, The (Conformista, Il) (1970)",1252,Chinatown (1974),0.7,0.0,8.08,3.09
7943,"Killers, The (1946)",923,Citizen Kane (1941),0.77,0.0,8.08,3.97
959,Of Human Bondage (1934),908,North by Northwest (1959),0.75,0.0,8.08,3.59
5434,"Sorry, Wrong Number (1948)",908,North by Northwest (1959),0.75,0.0,8.08,3.58
3075,Repulsion (1965),1252,Chinatown (1974),0.7,0.0,8.07,3.08
4432,Sweet Smell of Success (1957),908,North by Northwest (1959),0.75,0.0,8.06,3.56
2932,Days of Heaven (1978),1252,Chinatown (1974),0.7,0.0,8.06,3.07
2178,Frenzy (1972),908,North by Northwest (1959),0.74,0.0,8.05,3.55
1929,Grand Hotel (1932),908,North by Northwest (1959),0.74,0.0,8.05,3.54
2204,Saboteur (1942),904,Rear Window (1954),0.84,0.0,8.05,5.73
1938,"Lost Weekend, The (1945)",923,Citizen Kane (1941),0.77,0.0,8.05,3.91
7943,"Killers, The (1946)",908,North by Northwest (1959),0.74,0.0,8.04,3.54
7215,To Have and Have Not (1944),908,North by Northwest (1959),0.74,0.0,8.03,3.52
2180,Torn Curtain (1966),904,Rear Window (1954),0.84,0.0,8.03,5.66
2184,"Trouble with Harry, The (1955)",908,North by Northwest (1959),0.74,0.0,8.0,3.48
7728,"Postman Always Rings Twice, The (1946)",908,North by Northwest (1959),0.74,0.0,7.99,3.48
7584,Woman of the Year (1942),908,North by Northwest (1959),0.74,0.0,7.98,3.46
1929,Grand Hotel (1932),923,Citizen Kane (1941),0.76,0.0,7.97,3.79
2847,Only Angels Have Wings (1939),923,Citizen Kane (1941),0.76,0.0,7.97,3.79
3736,"Ace in the Hole (Big Carnival, The) (1951)",923,Citizen Kane (1941),0.76,0.0,7.97,3.79
5825,"Life and Death of Colonel Blimp, The (1943)",923,Citizen Kane (1941),0.76,0.0,7.96,3.78
4801,"Little Foxes, The (1941)",908,North by Northwest (1959),0.74,0.0,7.96,3.44
7216,High Sierra (1941),908,North by Northwest (1959),0.74,0.0,7.96,3.43
2177,Family Plot (1976),908,North by Northwest (1959),0.74,0.0,7.96,3.43
45499,X-Men: The Last Stand (2006),3793,X-Men (2000),0.78,0.01,7.96,4.1
3872,"Suddenly, Last Summer (1959)",908,North by Northwest (1959),0.73,0.0,7.95,3.42
6783,"Rules of the Game, The (La règle du jeu) (1939)",923,Citizen Kane (1941),0.76,0.0,7.92,3.72
4426,Kiss Me Deadly (1955),923,Citizen Kane (1941),0.76,0.0,7.92,3.72
8125,Sunrise: A Song of Two Humans (1927),923,Citizen Kane (1941),0.76,0.0,7.92,3.72
8338,Black Narcissus (1947),923,Citizen Kane (1941),0.76,0.0,7.92,3.71
2206,Suspicion (1941),904,Rear Window (1954),0.83,0.01,7.92,5.27
7070,Red River (1948),923,Citizen Kane (1941),0.76,0.0,7.92,3.71
74795,Green Zone (2010),5418,"Bourne Identity, The (2002)",0.75,0.0,7.91,3.66
5333,Bob le Flambeur (1955),923,Citizen Kane (1941),0.76,0.0,7.91,3.7
931,Spellbound (1945),908,North by Northwest (1959),0.73,0.01,7.9,3.37
3038,"Face in the Crowd, A (1957)",908,North by Northwest (1959),0.73,0.0,7.89,3.36
6273,In a Lonely Place (1950),904,Rear Window (1954),0.83,0.0,7.89,5.2
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",923,Citizen Kane (1941),0.75,0.0,7.89,3.67
5604,"Man in the White Suit, The (1951)",908,North by Northwest (1959),0.73,0.0,7.89,3.35
5603,"Lavender Hill Mob, The (1951)",908,North by Northwest (1959),0.73,0.0,7.88,3.34
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),923,Citizen Kane (1941),0.75,0.0,7.87,3.65
7056,"Public Enemy, The (1931)",908,North by Northwest (1959),0.73,0.0,7.85,3.31
8491,White Heat (1949),908,North by Northwest (1959),0.73,0.0,7.85,3.31
3011,"They Shoot Horses, Don't They? (1969)",1247,"Graduate, The (1967)",0.71,0.0,7.85,3.14
3038,"Face in the Crowd, A (1957)",923,Citizen Kane (1941),0.75,0.0,7.84,3.61
2183,"Man Who Knew Too Much, The (1956)",904,Rear Window (1954),0.82,0.01,7.84,5.04
46948,Monster House (2006),8961,"Incredibles, The (2004)",0.73,0.0,7.84,3.34
1942,All the King's Men (1949),923,Citizen Kane (1941),0.75,0.0,7.84,3.6
929,Foreign Correspondent (1940),904,Rear Window (1954),0.82,0.0,7.84,5.02
7840,Gunga Din (1939),908,North by Northwest (1959),0.72,0.0,7.83,3.29
5440,She Wore a Yellow Ribbon (1949),908,North by Northwest (1959),0.72,0.0,7.83,3.28
6460,"Trial, The (Procès, Le) (1962)",923,Citizen Kane (1941),0.75,0.0,7.83,3.58
34332,Sky High (2005),8961,"Incredibles, The (2004)",0.73,0.0,7.82,3.31
3632,Monsieur Verdoux (1947),923,Citizen Kane (1941),0.75,0.0,7.81,3.57
7223,D.O.A. (1950),908,North by Northwest (1959),0.72,0.0,7.79,3.25
60040,"Incredible Hulk, The (2008)",33794,Batman Begins (2005),0.73,0.0,7.79,3.41
27831,Layer Cake (2004),4011,Snatch (2000),0.73,0.01,7.78,3.31
4426,Kiss Me Deadly (1955),908,North by Northwest (1959),0.72,0.0,7.77,3.22
4970,"Blue Angel, The (Blaue Engel, Der) (1930)",923,Citizen Kane (1941),0.74,0.0,7.76,3.5
7792,"Parallax View, The (1974)",908,North by Northwest (1959),0.72,0.0,7.76,3.21
25827,Mr. Deeds Goes to Town (1936),908,North by Northwest (1959),0.72,0.0,7.76,3.21
98124,"Batman: The Dark Knight Returns, Part 1 (2012)",33794,Batman Begins (2005),0.73,0.0,7.76,3.37
8772,"Spy Who Came in from the Cold, The (1965)",908,North by Northwest (1959),0.72,0.0,7.75,3.2
965,"39 Steps, The (1935)",908,North by Northwest (1959),0.72,0.01,7.75,3.2
3736,"Ace in the Hole (Big Carnival, The) (1951)",908,North by Northwest (1959),0.72,0.0,7.75,3.2
2261,One Crazy Summer (1986),1968,"Breakfast Club, The (1985)",0.74,0.0,7.73,3.46
54736,"Kingdom, The (2007)",5418,"Bourne Identity, The (2002)",0.74,0.0,7.73,3.42
6611,Umberto D. (1952),908,North by Northwest (1959),0.71,0.0,7.72,3.17
54286,"Bourne Ultimatum, The (2007)",5418,"Bourne Identity, The (2002)",0.73,0.04,7.72,3.41
1388,Jaws 2 (1978),1387,Jaws (1975),0.76,0.0,7.71,3.71
4432,Sweet Smell of Success (1957),923,Citizen Kane (1941),0.74,0.0,7.71,3.43
2203,Shadow of a Doubt (1943),908,North by Northwest (1959),0.71,0.01,7.7,3.15
4801,"Little Foxes, The (1941)",923,Citizen Kane (1941),0.74,0.0,7.7,3.42
2178,Frenzy (1972),1219,Psycho (1960),0.81,0.0,7.7,4.72
7210,My Darling Clementine (1946),923,Citizen Kane (1941),0.73,0.0,7.69,3.4
79274,Batman: Under the Red Hood (2010),33794,Batman Begins (2005),0.72,0.0,7.68,3.28
61352,Traitor (2008),5418,"Bourne Identity, The (2002)",0.73,0.0,7.68,3.36
32031,Robots (2005),8961,"Incredibles, The (2004)",0.71,0.0,7.67,3.15
5825,"Life and Death of Colonel Blimp, The (1943)",908,North by Northwest (1959),0.71,0.0,7.67,3.12
3929,"Bank Dick, The (1940)",908,North by Northwest (1959),0.71,0.0,7.66,3.11
8239,Viridiana (1961),923,Citizen Kane (1941),0.73,0.0,7.66,3.37
929,Foreign Correspondent (1940),923,Citizen Kane (1941),0.73,0.0,7.65,3.36
7072,Stagecoach (1939),908,North by Northwest (1959),0.71,0.0,7.64,3.09
2936,Sullivan's Travels (1941),923,Citizen Kane (1941),0.73,0.01,7.63,3.34
2208,"Lady Vanishes, The (1938)",908,North by Northwest (1959),0.71,0.01,7.63,3.08
25777,Monkey Business (1931),908,North by Northwest (1959),0.7,0.0,7.62,3.07
8338,Black Narcissus (1947),908,North by Northwest (1959),0.7,0.0,7.62,3.07
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),908,North by Northwest (1959),0.7,0.0,7.62,3.07
8199,Ugetsu (Ugetsu monogatari) (1953),923,Citizen Kane (1941),0.73,0.0,7.62,3.32
2654,"Wolf Man, The (1941)",1387,Jaws (1975),0.75,0.0,7.61,3.56
5177,"Magnificent Ambersons, The (1942)",904,Rear Window (1954),0.8,0.0,7.61,4.44
2937,"Palm Beach Story, The (1942)",908,North by Northwest (1959),0.7,0.0,7.6,3.06
1943,"Greatest Show on Earth, The (1952)",908,North by Northwest (1959),0.7,0.0,7.6,3.06
3739,Trouble in Paradise (1932),908,North by Northwest (1959),0.7,0.0,7.6,3.05
3134,Grand Illusion (La grande illusion) (1937),923,Citizen Kane (1941),0.73,0.01,7.6,3.31
25940,"Lady from Shanghai, The (1947)",904,Rear Window (1954),0.8,0.0,7.6,4.4
1068,Crossfire (1947),923,Citizen Kane (1941),0.73,0.0,7.59,3.29
973,Meet John Doe (1941),908,North by Northwest (1959),0.7,0.0,7.59,3.04
8235,Safety Last! (1923),908,North by Northwest (1959),0.7,0.0,7.59,3.04
7941,Smiles of a Summer Night (Sommarnattens leende) (1955),923,Citizen Kane (1941),0.72,0.0,7.58,3.28
53125,Pirates of the Caribbean: At World's End (2007),6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.87,0.01,7.58,6.87
1938,"Lost Weekend, The (1945)",908,North by Northwest (1959),0.7,0.0,7.58,3.03
8516,"Matter of Life and Death, A (Stairway to Heaven) (1946)",908,North by Northwest (1959),0.7,0.0,7.58,3.03
2210,Sabotage (1936),904,Rear Window (1954),0.79,0.0,7.58,4.36
4190,Elmer Gantry (1960),908,North by Northwest (1959),0.7,0.0,7.57,3.03
53460,Surf's Up (2007),8961,"Incredibles, The (2004)",0.7,0.0,7.57,3.06
6660,"Red Shoes, The (1948)",923,Citizen Kane (1941),0.72,0.0,7.53,3.23
8044,I Am a Fugitive from a Chain Gang (1932),904,Rear Window (1954),0.79,0.0,7.53,4.26
8235,Safety Last! (1923),923,Citizen Kane (1941),0.72,0.0,7.53,3.22
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",923,Citizen Kane (1941),0.72,0.0,7.53,3.22
2654,"Wolf Man, The (1941)",1219,Psycho (1960),0.79,0.0,7.52,4.3
7056,"Public Enemy, The (1931)",923,Citizen Kane (1941),0.72,0.0,7.52,3.21
8491,White Heat (1949),923,Citizen Kane (1941),0.72,0.0,7.5,3.19
2178,Frenzy (1972),904,Rear Window (1954),0.78,0.0,7.49,4.16
7728,"Postman Always Rings Twice, The (1946)",923,Citizen Kane (1941),0.72,0.0,7.48,3.18
5017,"Big Heat, The (1953)",923,Citizen Kane (1941),0.71,0.0,7.48,3.17
8195,"Avventura, L' (Adventure, The) (1960)",923,Citizen Kane (1941),0.71,0.0,7.48,3.17
3739,Trouble in Paradise (1932),923,Citizen Kane (1941),0.71,0.0,7.47,3.16
7792,"Parallax View, The (1974)",923,Citizen Kane (1941),0.71,0.0,7.46,3.15
2181,Marnie (1964),904,Rear Window (1954),0.78,0.0,7.45,4.1
5712,Blow Out (1981),1387,Jaws (1975),0.73,0.0,7.44,3.34
2204,Saboteur (1942),923,Citizen Kane (1941),0.71,0.0,7.43,3.12
7943,"Killers, The (1946)",904,Rear Window (1954),0.78,0.0,7.42,4.04
1076,"Innocents, The (1961)",1219,Psycho (1960),0.78,0.0,7.42,4.08
51935,Shooter (2007),5418,"Bourne Identity, The (2002)",0.71,0.0,7.41,3.07
2176,Rope (1948),904,Rear Window (1954),0.78,0.01,7.41,4.02
26614,"Bourne Identity, The (1988)",5418,"Bourne Identity, The (2002)",0.71,0.01,7.41,3.07
7055,Swing Time (1936),904,Rear Window (1954),0.78,0.0,7.41,4.01
7223,D.O.A. (1950),923,Citizen Kane (1941),0.71,0.0,7.39,3.08
6271,Day for Night (La Nuit Américaine) (1973),923,Citizen Kane (1941),0.71,0.0,7.38,3.07
1337,"Body Snatcher, The (1945)",1219,Psycho (1960),0.78,0.0,7.38,4.01
2612,Mildred Pierce (1945),923,Citizen Kane (1941),0.71,0.0,7.38,3.07
7071,"Woman Under the Influence, A (1974)",923,Citizen Kane (1941),0.7,0.0,7.38,3.07
7216,High Sierra (1941),923,Citizen Kane (1941),0.7,0.0,7.38,3.07
8998,That's Entertainment (1974),923,Citizen Kane (1941),0.7,0.0,7.37,3.06
973,Meet John Doe (1941),923,Citizen Kane (1941),0.7,0.0,7.36,3.05
2204,Saboteur (1942),1219,Psycho (1960),0.77,0.0,7.36,3.97
7072,Stagecoach (1939),923,Citizen Kane (1941),0.7,0.0,7.35,3.04
8094,Bad Day at Black Rock (1955),904,Rear Window (1954),0.77,0.0,7.35,3.91
944,Lost Horizon (1937),923,Citizen Kane (1941),0.7,0.0,7.35,3.04
7924,Stray Dog (Nora inu) (1949),923,Citizen Kane (1941),0.7,0.0,7.34,3.03
2488,Peeping Tom (1960),1219,Psycho (1960),0.77,0.0,7.34,3.93
2939,Niagara (1953),904,Rear Window (1954),0.77,0.0,7.34,3.88
5333,Bob le Flambeur (1955),904,Rear Window (1954),0.77,0.0,7.34,3.88
4426,Kiss Me Deadly (1955),904,Rear Window (1954),0.77,0.0,7.33,3.87
3966,Detour (1945),923,Citizen Kane (1941),0.7,0.0,7.33,3.01
45722,Pirates of the Caribbean: Dead Man's Chest (2006),6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.84,0.03,7.33,5.59
8491,White Heat (1949),904,Rear Window (1954),0.77,0.0,7.31,3.84
40339,Chicken Little (2005),6377,Finding Nemo (2003),0.8,0.0,7.3,4.41
2181,Marnie (1964),1219,Psycho (1960),0.77,0.0,7.3,3.87
91529,"Dark Knight Rises, The (2012)",58559,"Dark Knight, The (2008)",0.87,0.02,7.3,6.54
931,Spellbound (1945),904,Rear Window (1954),0.76,0.01,7.29,3.8
3197,"Presidio, The (1988)",1610,"Hunt for Red October, The (1990)",0.73,0.0,7.27,3.33
4432,Sweet Smell of Success (1957),904,Rear Window (1954),0.76,0.0,7.27,3.77
28,Persuasion (1995),17,Sense and Sensibility (1995),0.76,0.01,7.26,3.79
2212,"Man Who Knew Too Much, The (1934)",904,Rear Window (1954),0.76,0.0,7.25,3.73
1076,"Innocents, The (1961)",904,Rear Window (1954),0.76,0.0,7.24,3.73
8235,Safety Last! (1923),904,Rear Window (1954),0.76,0.0,7.24,3.71
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",1219,Psycho (1960),0.76,0.01,7.23,3.74
5825,"Life and Death of Colonel Blimp, The (1943)",904,Rear Window (1954),0.76,0.0,7.21,3.67
86880,Pirates of the Caribbean: On Stranger Tides (2011),6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.83,0.0,7.21,5.15
5434,"Sorry, Wrong Number (1948)",904,Rear Window (1954),0.76,0.0,7.21,3.66
3029,Nighthawks (1981),1387,Jaws (1975),0.71,0.0,7.2,3.07
2177,Family Plot (1976),904,Rear Window (1954),0.75,0.0,7.2,3.65
6611,Umberto D. (1952),904,Rear Window (1954),0.75,0.0,7.18,3.62
1130,"Howling, The (1980)",1387,Jaws (1975),0.7,0.0,7.18,3.05
6254,"Awful Truth, The (1937)",904,Rear Window (1954),0.75,0.0,7.18,3.62
6104,Monty Python Live at the Hollywood Bowl (1982),1080,Monty Python's Life of Brian (1979),0.76,0.01,7.17,3.66
5017,"Big Heat, The (1953)",904,Rear Window (1954),0.75,0.0,7.17,3.6
2202,Lifeboat (1944),904,Rear Window (1954),0.75,0.01,7.16,3.6
7728,"Postman Always Rings Twice, The (1946)",904,Rear Window (1954),0.75,0.0,7.16,3.59
5177,"Magnificent Ambersons, The (1942)",1219,Psycho (1960),0.75,0.0,7.16,3.63
3736,"Ace in the Hole (Big Carnival, The) (1951)",904,Rear Window (1954),0.75,0.0,7.15,3.58
7217,Dark Passage (1947),904,Rear Window (1954),0.75,0.0,7.14,3.56
6412,Destry Rides Again (1939),904,Rear Window (1954),0.75,0.0,7.14,3.56
2203,Shadow of a Doubt (1943),904,Rear Window (1954),0.75,0.01,7.14,3.56
906,Gaslight (1944),904,Rear Window (1954),0.75,0.01,7.13,3.55
7792,"Parallax View, The (1974)",904,Rear Window (1954),0.75,0.0,7.13,3.55
6660,"Red Shoes, The (1948)",904,Rear Window (1954),0.75,0.0,7.13,3.54
6273,In a Lonely Place (1950),1219,Psycho (1960),0.75,0.0,7.12,3.57
2177,Family Plot (1976),1219,Psycho (1960),0.75,0.0,7.08,3.51
2180,Torn Curtain (1966),1219,Psycho (1960),0.74,0.0,7.08,3.51
378,Speechless (1994),539,Sleepless in Seattle (1993),0.71,0.0,7.07,3.1
3075,Repulsion (1965),1219,Psycho (1960),0.74,0.0,7.06,3.49
5649,Horror of Dracula (Dracula) (1958),1219,Psycho (1960),0.74,0.0,7.05,3.48
2782,"Pit and the Pendulum, The (1961)",1219,Psycho (1960),0.74,0.0,7.05,3.48
7223,D.O.A. (1950),904,Rear Window (1954),0.74,0.0,7.05,3.43
5603,"Lavender Hill Mob, The (1951)",904,Rear Window (1954),0.74,0.0,7.05,3.43
3627,Carnival of Souls (1962),1219,Psycho (1960),0.74,0.0,7.04,3.46
2210,Sabotage (1936),1219,Psycho (1960),0.74,0.0,7.03,3.44
8712,My Favorite Wife (1940),904,Rear Window (1954),0.74,0.0,7.03,3.41
2784,"Masque of the Red Death, The (1964)",1219,Psycho (1960),0.74,0.0,7.03,3.44
7215,To Have and Have Not (1944),904,Rear Window (1954),0.74,0.0,7.02,3.39
3801,Anatomy of a Murder (1959),904,Rear Window (1954),0.74,0.01,7.01,3.38
8338,Black Narcissus (1947),904,Rear Window (1954),0.73,0.0,7.01,3.38
4419,All That Heaven Allows (1955),904,Rear Window (1954),0.73,0.0,7.0,3.37
6611,Umberto D. (1952),1219,Psycho (1960),0.74,0.0,7.0,3.41
3038,"Face in the Crowd, A (1957)",904,Rear Window (1954),0.73,0.0,7.0,3.37
53519,Death Proof (2007),6874,Kill Bill: Vol. 1 (2003),0.74,0.01,7.0,3.42
4495,Crossing Delancey (1988),1307,When Harry Met Sally... (1989),0.71,0.0,6.99,3.05
2550,"Haunting, The (1963)",1219,Psycho (1960),0.74,0.0,6.99,3.39
4190,Elmer Gantry (1960),904,Rear Window (1954),0.73,0.0,6.99,3.35
7216,High Sierra (1941),904,Rear Window (1954),0.73,0.0,6.98,3.34
48082,"Science of Sleep, The (La science des rêves) (2006)",7361,Eternal Sunshine of the Spotless Mind (2004),0.84,0.01,6.97,5.62
4801,"Little Foxes, The (1941)",904,Rear Window (1954),0.73,0.0,6.97,3.33
7072,Stagecoach (1939),904,Rear Window (1954),0.73,0.0,6.97,3.33
8998,That's Entertainment (1974),904,Rear Window (1954),0.73,0.0,6.97,3.33
959,Of Human Bondage (1934),904,Rear Window (1954),0.73,0.0,6.96,3.32
4426,Kiss Me Deadly (1955),1219,Psycho (1960),0.73,0.0,6.96,3.35
5712,Blow Out (1981),904,Rear Window (1954),0.73,0.0,6.96,3.31
2644,Dracula (1931),1219,Psycho (1960),0.73,0.01,6.96,3.35
8516,"Matter of Life and Death, A (Stairway to Heaven) (1946)",904,Rear Window (1954),0.73,0.0,6.96,3.31
79274,Batman: Under the Red Hood (2010),58559,"Dark Knight, The (2008)",0.82,0.0,6.95,5.0
7840,Gunga Din (1939),904,Rear Window (1954),0.73,0.0,6.95,3.3
929,Foreign Correspondent (1940),1219,Psycho (1960),0.73,0.0,6.94,3.33
